seg_id,long,lat,pos_x,pos_y,index,speed,time,usage_type,terrain
rail_1,117.691392905876,38.8927940738387,8245,3906,72790182,120,0.00424720375272788,both,0
rail_1,117.685454375848,38.8931400811315,8244,3906,72781353,120,0.00424720370782814,both,0
rail_1,117.679515790738,38.8934858217813,8243,3906,72772524,120,0.00424720366296113,both,0
rail_1,117.673112493006,38.8893241137782,8242,3907,72763696,120,0.00424720378345013,both,0
rail_1,117.667174154597,38.8896692992254,8241,3907,72754867,120,0.00424720373867066,both,0
rail_1,117.66123576124,38.8900142180345,8240,3907,72746038,120,0.00424720369392044,both,0
rail_1,117.655297312978,38.8903588702015,8239,3907,72737209,120,0.00424720364921632,both,0
rail_1,117.648895635281,38.8861959981868,8238,3908,72728381,120,0.00424720376959517,both,0
rail_1,117.642957434071,38.8865400952246,8237,3908,72719552,120,0.00424720372497676,both,0
rail_1,117.637019178089,38.8868839256253,8236,3908,72710723,120,0.00424720368037618,both,0
rail_1,117.630618818902,38.8827201783726,8235,3909,72701895,120,0.00424720380060979,both,0
rail_1,117.62468081023,38.8830634537085,8234,3909,72693066,120,0.00424720375610655,both,4
rail_1,117.61828146766,38.8788991198128,8233,3910,72684238,120,0.00424720387612972,both,4
rail_1,117.61234370646,38.8792418401396,8232,3910,72675409,120,0.00424720383171119,both,4
rail_1,117.606405890718,38.8795842938431,8231,3910,72666580,120,0.00424720378732525,both,4
rail_1,117.600007866966,38.8754190850858,8230,3911,72657752,120,0.00424720390719331,both,4
rail_1,117.594070298954,38.8757609838447,8229,3911,72648923,120,0.00424720386290222,both,1
rail_1,117.587673291935,38.8715951887142,8228,3912,72640095,120,0.00424720398256524,both,1
rail_1,117.581735971816,38.8719365325843,8227,3912,72631266,120,0.00424720393834674,both,1
rail_1,117.575798597383,38.8722776098452,8226,3912,72622437,120,0.00424720389416928,both,1
rail_1,117.569402909491,38.8681109402291,8225,3913,72613609,120,0.00424720401367433,both,1
rail_1,117.563465783207,38.8684514626658,8224,3913,72604780,120,0.00424720396958682,both,1
rail_1,117.557071112163,38.8642842069463,8223,3914,72595952,120,0.00424720408887897,both,1
rail_1,117.550677155477,38.8601166533646,8222,3915,72587124,120,0.00424720420791347,both,1
rail_1,117.544740580019,38.8604563329029,8221,3915,72578295,120,0.00424720416396687,both,1
rail_1,117.538803950527,38.8607957458586,8220,3915,72569466,120,0.00424720412004506,both,1
rail_1,117.532411313245,38.8566273182662,8219,3916,72560638,120,0.00424720423893216,both,1
rail_1,117.526474932393,38.8569661765651,8218,3916,72551809,120,0.00424720419509602,both,1
rail_1,117.520083312025,38.8527971632032,8217,3917,72542981,120,0.00424720431376566,both,1
rail_1,117.514147179976,38.8531354669012,8216,3917,72534152,120,0.00424720427002456,both,1
rail_1,117.507756576545,38.8489658678811,8215,3918,72525324,120,0.00424720438848898,both,1
rail_1,117.501366687279,38.8447959712566,8214,3919,72516496,120,0.00424720450668091,both,1
rail_1,117.495431106989,38.845133432467,8213,3919,72507667,120,0.00424720446308351,both,1
rail_1,117.489042234633,38.8409629503601,8212,3920,72498839,120,0.00424720458106656,both,1
rail_1,117.483106903542,38.841299857128,8211,3920,72490010,120,0.00424720453755213,both,1
rail_1,117.476719048118,38.8371287896497,8210,3921,72481182,120,0.00424720465533102,both,1
rail_1,117.470783966389,38.8374651420312,8209,3921,72472353,120,0.00424720461189718,both,1
rail_1,117.464848831185,38.8378012278837,8208,3921,72463524,120,0.00424720456850289,both,1
