seg_id,long,lat,pos_x,pos_y,index,speed,time,usage_type,terrain
rail_1,117.691392905876,38.8927940738387,8245,3906,72790182,200,0.00307609707059926,both,0
rail_1,117.685454375848,38.8931400811315,8244,3906,72781353,200,0.00307609703808,both,0
rail_1,117.679515790738,38.8934858217813,8243,3906,72772524,200,0.00307609700558444,both,0
rail_1,117.673112493006,38.8893241137782,8242,3907,72763696,200,0.00307609709285028,both,0
rail_1,117.667174154597,38.8896692992254,8241,3907,72754867,200,0.00307609706041812,both,0
rail_1,117.66123576124,38.8900142180345,8240,3907,72746038,200,0.00307609702800715,both,0
rail_1,117.655297312978,38.8903588702015,8239,3907,72737209,200,0.00307609699562956,both,0
rail_1,117.648895635281,38.8861959981868,8238,3908,72728381,200,0.00307609708281564,both,0
rail_1,117.642957434071,38.8865400952246,8237,3908,72719552,200,0.00307609705050013,both,0
rail_1,117.637019178089,38.8868839256253,8236,3908,72710723,200,0.00307609701819753,both,0
rail_1,117.630618818902,38.8827201783726,8235,3909,72701895,200,0.00307609710527841,both,0
rail_1,117.62468081023,38.8830634537085,8234,3909,72693066,200,0.00307609707304631,both,4
rail_1,117.61828146766,38.8788991198128,8233,3910,72684238,200,0.00307609715997479,both,4
rail_1,117.61234370646,38.8792418401396,8232,3910,72675409,200,0.00307609712780404,both,4
rail_1,117.606405890718,38.8795842938431,8231,3910,72666580,200,0.0030760970956569,both,4
rail_1,117.600007866966,38.8754190850858,8230,3911,72657752,200,0.00307609718247302,both,4
rail_1,117.594070298954,38.8757609838447,8229,3911,72648923,200,0.00307609715039458,both,1
rail_1,117.587673291935,38.8715951887142,8228,3912,72640095,200,0.00307609723706221,both,1
rail_1,117.581735971816,38.8719365325843,8227,3912,72631266,200,0.00307609720503634,both,1
rail_1,117.575798597383,38.8722776098452,8226,3912,72622437,200,0.00307609717304019,both,1
rail_1,117.569402909491,38.8681109402291,8225,3913,72613609,200,0.0030760972595934,both,1
rail_1,117.563465783207,38.8684514626658,8224,3913,72604780,200,0.00307609722766241,both,1
rail_1,117.557071112163,38.8642842069463,8223,3914,72595952,200,0.00307609731406142,both,1
rail_1,117.550677155477,38.8601166533646,8222,3915,72587124,200,0.00307609740027384,both,1
rail_1,117.544740580019,38.8604563329029,8221,3915,72578295,200,0.00307609736844489,both,1
rail_1,117.538803950527,38.8607957458586,8220,3915,72569466,200,0.0030760973366339,both,1
rail_1,117.532411313245,38.8566273182662,8219,3916,72560638,200,0.00307609742273956,both,1
rail_1,117.526474932393,38.8569661765651,8218,3916,72551809,200,0.00307609739099061,both,1
rail_1,117.520083312025,38.8527971632032,8217,3917,72542981,200,0.00307609747693877,both,1
rail_1,117.514147179976,38.8531354669012,8216,3917,72534152,200,0.00307609744525867,both,1
rail_1,117.507756576545,38.8489658678811,8215,3918,72525324,200,0.00307609753105819,both,1
rail_1,117.501366687279,38.8447959712566,8214,3919,72516496,200,0.00307609761666035,both,1
rail_1,117.495431106989,38.845133432467,8213,3919,72507667,200,0.00307609758508432,both,1
rail_1,117.489042234633,38.8409629503601,8212,3920,72498839,200,0.00307609767053521,both,1
rail_1,117.483106903542,38.841299857128,8211,3920,72490010,200,0.00307609763901927,both,1
rail_1,117.476719048118,38.8371287896497,8210,3921,72481182,200,0.00307609772432229,both,1
rail_1,117.470783966389,38.8374651420312,8209,3921,72472353,200,0.00307609769286472,both,1
rail_1,117.464848831185,38.8378012278837,8208,3921,72463524,200,0.00307609766143579,both,1
rail_1,117.458913642547,38.8381370472036,8207,3921,72454695,200,0.00307609763002572,both,1
rail_1,117.452527410129,38.8339648188744,8206,3922,72445867,200,0.00307609771525317,both,1
rail_1,117.446592471202,38.8343000838816,8205,3922,72437038,200,0.00307609768390819,both,1
rail_1,117.440657478976,38.8346350823614,8204,3922,72428209,200,0.00307609765259145,both,1
rail_1,117.434722433491,38.8349698143101,8203,3922,72419380,200,0.00307609762129502,both,1
rail_1,117.42878733479,38.8353042797238,8202,3922,72410551,200,0.00307609759001515,both,1
rail_1,117.422852182915,38.835638478599,8201,3922,72401722,200,0.00307609755876977,both,1
rail_1,117.416916977906,38.8359724109317,8200,3922,72392893,200,0.00307609752754575,both,1
rail_1,117.410981719806,38.8363060767184,8199,3922,72384064,200,0.00307609749634237,both,1
rail_1,117.405046408657,38.8366394759552,8198,3922,72375235,200,0.00307609746516603,both,1
rail_1,117.3991110445,38.8369726086383,8197,3922,72366406,200,0.00307609743401272,both,1
rail_1,117.393175627377,38.8373054747642,8196,3922,72357577,200,0.00307609740288336,both,1
rail_1,117.38724015733,38.837638074329,8195,3922,72348748,200,0.00307609737177487,both,1
rail_1,117.3813046344,38.837970407329,8194,3922,72339919,200,0.00307609734069422,both,1
rail_1,117.375369058628,38.8383024737605,8193,3922,72331090,200,0.00307609730963739,both,1
rail_1,117.369433430058,38.8386342736198,8192,3922,72322261,200,0.0030760972786076,both,1
rail_1,117.36349774873,38.8389658069031,8191,3922,72313432,200,0.00307609724759533,both,1
rail_1,117.357562014686,38.8392970736068,8190,3922,72304603,200,0.00307609721660769,both,1
